model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
2 Series,2018,Semi-Auto,1749,Diesel,145,47.1,2.0,21498
X3,2017,Manual,74907,Diesel,145,52.3,2.0,15500
4 Series,2018,Semi-Auto,18243,Petrol,145,48.7,2.0,22275
4 Series,2018,Automatic,11631,Petrol,145,45.6,2.0,19999
3 Series,2016,Semi-Auto,16923,Diesel,125,60.1,2.0,17110
2 Series,2015,Semi-Auto,21150,Petrol,30,55.4,1.5,13450
5 Series,2019,Automatic,123,Petrol,145,39.2,3.0,41550
1 Series,2018,Automatic,24205,Petrol,145,39.8,3.0,20999
4 Series,2016,Automatic,32837,Diesel,30,65.7,2.0,17300
1 Series,2017,Semi-Auto,31544,Petrol,145,39.8,3.0,20995
1 Series,2019,Semi-Auto,7500,Petrol,145,34.5,2.0,30123
3 Series,2016,Automatic,49477,Diesel,145,53.3,3.0,18788
X5,2016,Automatic,36804,Diesel,235,42.8,3.0,32995
X1,2017,Automatic,27490,Diesel,145,57.6,2.0,19498
X3,2020,Semi-Auto,2294,Diesel,145,36.7,3.0,40990
3 Series,2019,Automatic,20329,Diesel,145,48.7,2.0,34999
2 Series,2016,Semi-Auto,10250,Diesel,30,62.8,2.0,16450
3 Series,2020,Semi-Auto,1000,Diesel,145,47.9,3.0,37995
2 Series,2019,Automatic,5063,Diesel,145,67.3,2.0,20746
2 Series,2018,Semi-Auto,9005,Diesel,145,65.7,2.0,21512
3 Series,2013,Automatic,73000,Diesel,125,57.6,3.0,11990
2 Series,2020,Semi-Auto,5550,Petrol,145,36.2,2.0,36000
4 Series,2019,Automatic,75,Petrol,145,45.6,2.0,27950
4 Series,2015,Automatic,29796,Diesel,30,65.7,2.0,16500
1 Series,2020,Manual,2400,Petrol,145,44.1,1.5,23450
3 Series,2016,Manual,27779,Diesel,30,64.2,2.0,14250
1 Series,2012,Manual,89462,Diesel,30,62.8,2.0,7240
X2,2019,Semi-Auto,103,Diesel,145,58.9,2.0,31680
3 Series,2014,Manual,31826,Diesel,125,57.6,2.0,12998
3 Series,2016,Automatic,42102,Petrol,125,51.4,2.0,13988
X1,2019,Automatic,3012,Petrol,145,46.3,1.5,26786
3 Series,2013,Manual,74449,Petrol,200,41.5,2.0,9995
X3,2018,Semi-Auto,20290,Diesel,145,48.7,3.0,31000
X1,2019,Semi-Auto,4153,Diesel,145,65.7,2.0,26468
X1,2016,Manual,19064,Diesel,125,60.1,2.0,18490
X5,2015,Automatic,48000,Diesel,200,47.1,3.0,24990
4 Series,2015,Manual,99340,Diesel,30,62.8,2.0,10000
X3,2015,Semi-Auto,53700,Diesel,145,54.3,2.0,19990
X3,2016,Automatic,32330,Diesel,200,47.9,3.0,21600
3 Series,2019,Semi-Auto,1425,Petrol,145,42.2,2.0,29995
6 Series,2014,Automatic,51920,Diesel,160,49.6,3.0,17500
4 Series,2019,Automatic,5000,Diesel,145,65.7,2.0,25988
1 Series,2017,Manual,36811,Diesel,20,72.4,1.5,10900
X7,2020,Semi-Auto,5087,Diesel,145,33.6,3.0,69990
2 Series,2016,Manual,17586,Petrol,125,52.3,1.5,12499
X1,2013,Semi-Auto,48058,Diesel,160,52.3,2.0,10999
X1,2017,Automatic,54183,Diesel,150,65.7,2.0,14000
1 Series,2020,Semi-Auto,906,Petrol,145,40.4,1.5,25993
3 Series,2014,Manual,55150,Diesel,30,61.4,2.0,10147
1 Series,2018,Manual,38164,Diesel,145,78.5,1.5,12299
7 Series,2019,Semi-Auto,3200,Diesel,145,44.1,3.0,52490
1 Series,2016,Manual,61800,Diesel,20,72.4,1.5,9895
2 Series,2017,Semi-Auto,27811,Diesel,145,64.2,2.0,16498
X3,2019,Semi-Auto,5015,Diesel,145,54.3,2.0,34450
M4,2019,Semi-Auto,125,Petrol,145,32.5,3.0,48500
2 Series,2019,Semi-Auto,6100,Diesel,145,62.8,2.0,21995
1 Series,2019,Semi-Auto,9739,Diesel,145,67.3,2.0,19498
2 Series,2016,Manual,27255,Petrol,125,50.4,1.5,13790
3 Series,2019,Semi-Auto,4376,Petrol,145,42.2,2.0,27440
3 Series,2017,Automatic,47439,Diesel,145,56.5,3.0,16840
6 Series,2015,Automatic,62953,Diesel,160,51.4,3.0,18990
5 Series,2012,Automatic,53632,Diesel,125,57.6,2.0,10750
2 Series,2019,Manual,3266,Petrol,145,52.3,1.5,22000
3 Series,2015,Automatic,94590,Diesel,30,62.8,2.0,11295
2 Series,2016,Semi-Auto,19821,Diesel,30,64.2,2.0,14480
3 Series,2015,Automatic,71501,Diesel,145,56.5,3.0,13950
1 Series,2016,Manual,30445,Petrol,125,53.3,1.5,12000
X1,2018,Manual,16066,Petrol,150,51.4,1.5,18000
3 Series,2013,Semi-Auto,44125,Diesel,30,62.8,2.0,12262
1 Series,2016,Semi-Auto,31661,Petrol,200,39.8,3.0,19773
X3,2012,Automatic,73701,Diesel,160,50.4,2.0,11753
2 Series,2017,Automatic,88100,Hybrid,0,141.2,1.5,12000
2 Series,2019,Manual,123,Petrol,145,52.3,1.5,22646
3 Series,2016,Semi-Auto,24079,Diesel,205,49.6,3.0,22500
1 Series,2016,Manual,44000,Petrol,125,53.3,1.5,10850
2 Series,2019,Semi-Auto,19,Diesel,145,49.6,2.0,23490
5 Series,2017,Automatic,23500,Petrol,145,39.2,3.0,27488
5 Series,2019,Semi-Auto,9440,Diesel,145,65.7,2.0,26650
X1,2019,Semi-Auto,8410,Petrol,145,47.9,2.0,24500
X5,2018,Semi-Auto,5321,Diesel,145,36.7,3.0,44990
3 Series,2014,Automatic,92000,Diesel,125,60.1,2.0,11750
3 Series,2019,Semi-Auto,23000,Petrol,150,47.9,2.0,21590
3 Series,2017,Semi-Auto,23000,Petrol,145,48.7,2.0,17495
4 Series,2014,Semi-Auto,48474,Diesel,160,52.3,3.0,16612
1 Series,2012,Manual,92000,Petrol,145,49.6,1.6,5995
3 Series,2018,Semi-Auto,13909,Diesel,145,60.1,2.0,19895
2 Series,2017,Automatic,13311,Petrol,145,61.4,2.0,15250
2 Series,2020,Semi-Auto,7,Petrol,150,50.4,1.5,21875
3 Series,2016,Automatic,22317,Hybrid,0,134.5,2.0,19399
X3,2019,Semi-Auto,8891,Diesel,145,54.3,2.0,35450
X2,2019,Automatic,123,Petrol,145,38.7,2.0,26972
2 Series,2018,Manual,14534,Diesel,145,57.7,1.5,16798
1 Series,2016,Semi-Auto,33043,Petrol,200,39.8,3.0,19498
4 Series,2018,Automatic,15865,Petrol,145,48.7,2.0,21000
5 Series,2019,Semi-Auto,8257,Petrol,150,50.4,2.0,26380
3 Series,2019,Semi-Auto,3078,Petrol,145,34.9,3.0,37980
4 Series,2016,Automatic,17944,Diesel,30,65.7,2.0,18990
4 Series,2019,Manual,123,Petrol,145,46.3,2.0,31175
Z4,2013,Semi-Auto,26356,Petrol,200,41.5,2.0,13640
4 Series,2016,Automatic,89849,Diesel,20,70.6,2.0,11600
3 Series,2010,Manual,101104,Petrol,165,44.8,2.0,2995
2 Series,2019,Automatic,2290,Petrol,145,46.3,2.0,27988
X2,2019,Automatic,4501,Petrol,145,39.2,2.0,33551
3 Series,2018,Automatic,24716,Diesel,150,64.2,0.0,18000
X5,2014,Automatic,43946,Diesel,265,42.2,3.0,27995
5 Series,2019,Semi-Auto,15,Diesel,145,53.3,3.0,35475
2 Series,2019,Manual,1000,Petrol,145,52.3,1.5,20980
X3,2019,Automatic,6070,Diesel,145,54.3,2.0,31466
X1,2013,Semi-Auto,60973,Diesel,145,56.5,2.0,9527
1 Series,2016,Manual,34281,Diesel,20,70.6,1.5,14015
X1,2017,Manual,27473,Diesel,125,58.9,2.0,16300
4 Series,2019,Automatic,123,Diesel,145,50.4,3.0,35045
1 Series,2015,Manual,85000,Diesel,0,83.1,1.5,7740
Z4,2015,Manual,19109,Petrol,200,41.5,2.0,14191
1 Series,2019,Semi-Auto,1591,Petrol,145,43.5,1.5,21999
1 Series,2015,Manual,48746,Diesel,20,72.4,1.5,9000
2 Series,2019,Semi-Auto,3602,Diesel,145,52.3,2.0,19980
4 Series,2018,Semi-Auto,6173,Petrol,150,41.5,3.0,26980
1 Series,2015,Manual,61140,Diesel,125,58.9,2.0,9795
3 Series,2020,Semi-Auto,1501,Diesel,145,50.4,2.0,32995
5 Series,2018,Semi-Auto,16530,Diesel,145,68.9,2.0,22912
X5,2015,Automatic,36439,Diesel,205,47.1,3.0,28950
2 Series,2020,Semi-Auto,1501,Petrol,145,36.2,2.0,32995
2 Series,2016,Semi-Auto,23604,Petrol,30,55.4,1.5,16495
2 Series,2018,Semi-Auto,21815,Diesel,150,68.9,2.0,15995
3 Series,2019,Automatic,17188,Diesel,145,49.6,2.0,35995
X3,2019,Semi-Auto,17647,Petrol,145,30.4,2.0,30200
1 Series,2019,Manual,7287,Diesel,150,72.4,1.5,17780
1 Series,2016,Manual,29733,Petrol,125,53.3,1.5,10900
5 Series,2019,Semi-Auto,6737,Petrol,150,48.7,2.0,29999
4 Series,2019,Automatic,4300,Diesel,145,53.3,3.0,31210
3 Series,2020,Semi-Auto,101,Diesel,145,48.7,2.0,35158
1 Series,2016,Manual,22780,Diesel,0,83.1,1.5,11545
1 Series,2017,Manual,36274,Diesel,145,70.6,1.5,12942
3 Series,2017,Semi-Auto,27024,Diesel,145,51.4,3.0,25475
3 Series,2016,Manual,34278,Diesel,30,64.2,2.0,14399
3 Series,2018,Semi-Auto,7673,Petrol,145,48.7,2.0,21800
2 Series,2020,Semi-Auto,101,Petrol,145,40.9,1.5,26883
4 Series,2019,Automatic,99,Petrol,145,48.7,2.0,33495
3 Series,2016,Manual,15082,Petrol,200,41.5,2.0,17750
X1,2018,Manual,12800,Diesel,145,68.9,2.0,18502
X3,2016,Semi-Auto,46389,Diesel,145,54.3,2.0,22980
8 Series,2020,Semi-Auto,123,Petrol,145,33.2,3.0,66991
X1,2017,Automatic,27988,Diesel,145,57.6,2.0,19490
X5,2014,Automatic,38389,Diesel,200,47.1,3.0,25000
3 Series,2014,Semi-Auto,67617,Diesel,125,57.6,3.0,12990
2 Series,2017,Semi-Auto,25544,Diesel,145,64.2,2.0,16998
X3,2017,Automatic,35902,Diesel,150,54.3,2.0,21500
5 Series,2016,Automatic,35474,Diesel,125,60.1,2.0,15600
3 Series,2020,Semi-Auto,13,Petrol,150,42.2,2.0,26480
X5,2014,Automatic,66088,Diesel,205,47.1,3.0,24480
X4,2019,Automatic,7000,Diesel,150,42.8,2.0,34990
2 Series,2016,Automatic,24479,Petrol,125,53.3,1.5,12999
1 Series,2019,Automatic,11303,Diesel,145,48.7,2.0,19980
4 Series,2015,Manual,28334,Diesel,125,58.9,2.0,14699
1 Series,2020,Semi-Auto,1501,Diesel,145,51.4,2.0,27000
3 Series,2020,Semi-Auto,1501,Diesel,145,50.4,2.0,34495
X2,2019,Semi-Auto,5000,Diesel,145,58.9,2.0,28874
1 Series,2016,Manual,51000,Diesel,20,70.6,1.5,10490
7 Series,2017,Semi-Auto,15405,Diesel,145,54.3,3.0,30972
X3,2019,Semi-Auto,6981,Petrol,145,30.4,2.0,31000
2 Series,2020,Semi-Auto,1501,Diesel,145,48.7,2.0,30995
4 Series,2019,Semi-Auto,7701,Petrol,145,48.7,2.0,30150
3 Series,2002,Automatic,85452,Petrol,330,33.6,2.0,3999
1 Series,2017,Manual,16706,Diesel,150,62.8,2.0,16498
3 Series,2016,Manual,32927,Diesel,125,60.1,2.0,15621
5 Series,2017,Automatic,25399,Diesel,145,65.7,2.0,22119
3 Series,2019,Semi-Auto,12045,Diesel,145,55.4,2.0,23250
1 Series,2019,Automatic,8285,Petrol,145,36.7,1.5,17900
3 Series,2009,Automatic,122144,Petrol,300,34.0,3.0,6495
3 Series,2019,Semi-Auto,8178,Petrol,145,47.9,2.0,23790
2 Series,2019,Manual,4601,Petrol,145,44.1,1.5,19420
X1,2016,Automatic,43475,Diesel,125,57.6,2.0,17450
2 Series,2015,Manual,133670,Diesel,20,68.9,2.0,5895
X5,2017,Automatic,31536,Diesel,200,47.1,3.0,30990
X3,2013,Automatic,62000,Diesel,160,50.4,2.0,14750
X4,2019,Semi-Auto,12855,Diesel,145,40.4,3.0,36900
3 Series,2016,Semi-Auto,41492,Diesel,30,67.3,2.0,14980
7 Series,2019,Semi-Auto,7606,Diesel,145,44.8,3.0,50980
1 Series,2019,Automatic,5771,Petrol,145,55.5,1.5,15989
3 Series,2012,Automatic,73575,Diesel,30,62.8,2.0,8500
M4,2019,Automatic,5000,Petrol,145,34.0,3.0,44988
3 Series,2017,Automatic,12330,Diesel,30,64.2,2.0,16900
2 Series,2019,Semi-Auto,5547,Petrol,145,50.4,2.0,21980
2 Series,2020,Semi-Auto,18,Diesel,150,49.6,2.0,23990
X3,2019,Semi-Auto,9719,Petrol,145,30.4,2.0,34995
2 Series,2020,Semi-Auto,10,Petrol,145,50.4,1.5,20980
1 Series,2014,Manual,41659,Petrol,145,50.4,1.6,10285
4 Series,2019,Semi-Auto,23,Diesel,145,65.7,2.0,23440
X4,2015,Automatic,33289,Diesel,200,47.9,3.0,21437
2 Series,2014,Manual,43960,Diesel,30,62.8,2.0,11647
4 Series,2019,Automatic,5767,Petrol,145,48.7,2.0,22766
5 Series,2016,Automatic,49650,Diesel,30,62.8,2.0,14950
X3,2013,Automatic,63505,Diesel,165,50.4,2.0,13100
2 Series,2018,Automatic,5193,Petrol,145,48.7,2.0,18216
3 Series,2017,Semi-Auto,32500,Diesel,150,64.2,2.0,18490
1 Series,2016,Automatic,25562,Diesel,20,68.9,1.5,14975
8 Series,2019,Semi-Auto,2395,Petrol,145,33.2,3.0,53980
1 Series,2019,Semi-Auto,8211,Petrol,145,34.5,2.0,31790
3 Series,2019,Automatic,4393,Petrol,145,48.7,2.0,20147
5 Series,2019,Semi-Auto,8560,Petrol,145,50.4,2.0,26870
X1,2013,Automatic,60665,Diesel,160,52.3,2.0,8999
3 Series,2020,Manual,2356,Diesel,145,54.3,2.0,32995
X5,2015,Automatic,47000,Diesel,200,47.1,3.0,25990
1 Series,2017,Semi-Auto,20508,Petrol,200,39.8,3.0,21162
1 Series,2015,Manual,47863,Diesel,30,62.8,2.0,12980
3 Series,2018,Semi-Auto,18564,Diesel,145,60.1,2.0,21300
3 Series,2017,Automatic,17059,Hybrid,135,134.5,2.0,21150
2 Series,2019,Manual,3000,Petrol,145,51.4,1.5,21850
1 Series,2010,Manual,69000,Diesel,125,57.6,2.0,5990
M4,2018,Automatic,3033,Petrol,145,33.6,3.0,51000
2 Series,2019,Automatic,110,Diesel,145,64.2,2.0,27995
1 Series,2016,Manual,10,Diesel,20,72.4,1.5,19490
X1,2019,Semi-Auto,5547,Diesel,145,47.9,2.0,24000
X5,2019,Semi-Auto,7153,Diesel,150,33.6,3.0,54990
X3,2015,Automatic,37000,Diesel,200,47.9,3.0,22250
2 Series,2016,Manual,79060,Diesel,30,64.2,2.0,11000
X3,2019,Semi-Auto,3844,Diesel,145,36.7,3.0,42763
2 Series,2017,Semi-Auto,27997,Diesel,145,57.6,2.0,17998
2 Series,2019,Semi-Auto,5290,Petrol,145,48.7,1.5,23222
1 Series,2020,Semi-Auto,1129,Diesel,150,51.4,2.0,28990
X1,2017,Automatic,35451,Diesel,145,65.7,2.0,15500
5 Series,2015,Automatic,89000,Diesel,160,51.4,3.0,12490
2 Series,2017,Semi-Auto,22919,Diesel,145,64.2,2.0,16498
5 Series,2018,Automatic,42226,Petrol,145,50.4,2.0,19500
1 Series,2013,Manual,56000,Diesel,30,64.2,2.0,7995
4 Series,2016,Semi-Auto,24188,Diesel,145,55.4,3.0,18498
2 Series,2018,Semi-Auto,17771,Diesel,150,62.8,2.0,17745
3 Series,2017,Semi-Auto,34134,Diesel,145,53.3,3.0,18908
2 Series,2019,Manual,1000,Petrol,145,52.3,1.5,20980
3 Series,2019,Semi-Auto,16151,Diesel,145,48.7,2.0,26498
1 Series,2014,Semi-Auto,64995,Petrol,235,37.7,3.0,14112
4 Series,2018,Manual,8269,Diesel,145,62.8,2.0,18997
1 Series,2013,Manual,67916,Diesel,30,65.7,2.0,7940
3 Series,2019,Semi-Auto,6191,Diesel,145,55.4,2.0,22480
2 Series,2019,Semi-Auto,13,Diesel,145,62.8,2.0,24950
5 Series,2019,Semi-Auto,5471,Petrol,145,48.7,2.0,28990
X5,2019,Automatic,6480,Diesel,145,37.7,3.0,47156
1 Series,2017,Manual,33215,Diesel,0,78.5,1.5,11349
1 Series,2016,Manual,44295,Diesel,20,68.9,2.0,11000
4 Series,2018,Semi-Auto,29435,Diesel,145,49.6,3.0,24800
3 Series,2013,Semi-Auto,27604,Petrol,200,43.5,2.0,14671
3 Series,2014,Automatic,48760,Diesel,125,57.6,3.0,14500
X1,2015,Manual,39000,Diesel,125,58.9,2.0,14995
4 Series,2019,Semi-Auto,11,Diesel,145,65.7,2.0,29995
3 Series,2015,Semi-Auto,22867,Diesel,145,56.5,3.0,16298
1 Series,2020,Automatic,1500,Diesel,145,51.4,2.0,26995
5 Series,2015,Automatic,91360,Diesel,30,62.8,2.0,10795
2 Series,2016,Automatic,83280,Diesel,30,65.7,2.0,11500
2 Series,2016,Automatic,67370,Petrol,125,50.4,2.0,11795
X3,2017,Semi-Auto,39181,Diesel,145,54.3,2.0,20999
5 Series,2014,Semi-Auto,42749,Diesel,150,55.4,2.0,14995
X2,2019,Semi-Auto,6523,Petrol,145,34.0,2.0,36995
3 Series,2019,Semi-Auto,4429,Diesel,145,52.3,2.0,30422
X1,2019,Automatic,3500,Petrol,145,38.7,2.0,31850
1 Series,2015,Manual,28640,Diesel,0,83.1,1.5,10388
5 Series,2020,Semi-Auto,103,Hybrid,145,62.8,2.0,28990
X3,2016,Automatic,25291,Diesel,145,54.3,2.0,21999
4 Series,2019,Semi-Auto,1501,Diesel,145,65.7,2.0,27995
1 Series,2019,Automatic,5504,Petrol,145,55.5,1.5,15989
X3,2016,Automatic,36157,Diesel,200,47.9,3.0,20100
1 Series,2019,Semi-Auto,7351,Diesel,145,68.9,2.0,20999
Z4,2020,Semi-Auto,5,Petrol,145,38.7,2.0,33450
3 Series,2019,Semi-Auto,4602,Hybrid,135,8.8,2.0,35230
3 Series,2019,Automatic,9214,Diesel,145,52.3,2.0,27999
1 Series,2015,Automatic,38046,Diesel,20,67.3,2.0,13600
1 Series,2014,Manual,29824,Petrol,150,48.7,1.6,10999
X1,2014,Manual,58630,Diesel,160,51.4,2.0,10298
7 Series,2016,Semi-Auto,34820,Diesel,145,54.3,3.0,25750
1 Series,2013,Automatic,50000,Diesel,30,53.3,2.0,9750
1 Series,2019,Automatic,8388,Diesel,145,48.7,2.0,29680
3 Series,2010,Manual,119000,Petrol,160,44.8,2.0,4995
1 Series,2016,Manual,25863,Petrol,125,52.3,1.5,14490
M3,2018,Semi-Auto,28347,Petrol,150,34.0,3.0,36995
1 Series,2012,Automatic,48220,Diesel,30,62.8,2.0,9440
3 Series,2020,Semi-Auto,1001,Diesel,145,50.4,2.0,32980
X3,2014,Semi-Auto,44000,Diesel,165,50.4,2.0,14495
4 Series,2019,Semi-Auto,12,Petrol,145,45.6,2.0,24275
X1,2013,Manual,47000,Diesel,160,51.4,2.0,8990
3 Series,2016,Automatic,19300,Diesel,160,51.4,3.0,18899
X3,2019,Semi-Auto,4899,Petrol,145,30.4,2.0,31995
X5,2017,Automatic,10,Diesel,145,42.8,3.0,57990
X5,2019,Semi-Auto,9173,Diesel,150,37.7,3.0,49980
3 Series,2019,Automatic,9903,Diesel,145,47.9,3.0,33950
1 Series,2015,Semi-Auto,14501,Diesel,0,78.5,1.5,12498
4 Series,2019,Automatic,101,Diesel,145,50.4,3.0,35980
M4,2018,Semi-Auto,8797,Petrol,145,34.0,3.0,39792
1 Series,2014,Manual,42994,Petrol,145,50.4,1.6,9999
X5,2016,Automatic,34367,Hybrid,0,85.6,2.0,31499
3 Series,2019,Semi-Auto,7516,Diesel,145,54.3,2.0,23498
X1,2017,Semi-Auto,23397,Diesel,125,57.6,2.0,19495
2 Series,2016,Semi-Auto,42569,Diesel,20,68.9,1.5,13995
X1,2019,Semi-Auto,11,Diesel,145,60.1,2.0,27495
X3,2016,Semi-Auto,15989,Diesel,145,54.3,2.0,21000
5 Series,2019,Automatic,5134,Hybrid,140,156.9,2.0,32490
X6,2020,Semi-Auto,999,Diesel,145,34.9,3.0,69995
X3,2019,Semi-Auto,9330,Diesel,150,36.7,3.0,40990
3 Series,2019,Semi-Auto,4568,Diesel,145,52.3,2.0,28710
2 Series,2016,Manual,37847,Petrol,125,53.3,1.5,12000
X1,2019,Semi-Auto,4884,Petrol,145,44.8,2.0,27890
3 Series,2017,Manual,27890,Diesel,145,57.6,2.0,14999
2 Series,2016,Semi-Auto,22642,Petrol,260,35.8,3.0,21995
X1,2017,Automatic,32236,Diesel,145,65.7,2.0,18499
X2,2020,Manual,15,Diesel,150,55.4,2.0,23990
3 Series,2017,Semi-Auto,17610,Petrol,145,48.7,2.0,19480
1 Series,2013,Manual,36075,Diesel,30,62.8,2.0,8485
7 Series,2012,Automatic,41000,Diesel,260,41.5,3.0,12495
1 Series,2019,Semi-Auto,1356,Diesel,145,50.4,2.0,25999
4 Series,2018,Semi-Auto,14299,Petrol,145,48.7,2.0,21415
X1,2014,Semi-Auto,52900,Diesel,160,52.3,2.0,10950
2 Series,2015,Automatic,38500,Diesel,20,68.9,2.0,13000
6 Series,2016,Automatic,43483,Diesel,200,49.6,3.0,20999
1 Series,2019,Manual,123,Diesel,145,53.3,2.0,27720
X2,2020,Manual,10,Diesel,145,48.7,2.0,27890
5 Series,2018,Semi-Auto,29482,Diesel,145,53.3,3.0,27980
5 Series,2019,Semi-Auto,7095,Petrol,150,50.4,2.0,27500
1 Series,2017,Automatic,29019,Diesel,145,65.7,2.0,15600
2 Series,2014,Manual,31676,Diesel,125,58.9,2.0,12302
X2,2019,Semi-Auto,3091,Petrol,145,34.0,2.0,36995
3 Series,2019,Manual,3378,Diesel,145,64.2,2.0,24450
X5,2017,Automatic,9038,Petrol,150,29.1,4.4,38000
3 Series,2019,Automatic,4879,Petrol,150,41.5,2.0,27750
3 Series,2016,Automatic,32000,Other,0,148.7,2.0,15495
1 Series,2019,Manual,3744,Petrol,145,44.1,1.5,22980
3 Series,2019,Semi-Auto,5915,Diesel,145,53.3,2.0,25940
4 Series,2017,Automatic,23609,Diesel,125,60.1,2.0,19800
4 Series,2016,Automatic,29041,Diesel,30,65.7,2.0,15999
1 Series,2019,Semi-Auto,16106,Diesel,145,67.3,2.0,19999
5 Series,2019,Semi-Auto,12,Petrol,145,48.7,2.0,31475
1 Series,2017,Manual,28507,Diesel,145,72.4,1.5,11100
1 Series,2015,Manual,74000,Diesel,30,65.7,2.0,8990
3 Series,2015,Automatic,24619,Diesel,20,74.3,2.0,12567
3 Series,2016,Automatic,84878,Diesel,0,74.3,2.0,10000
3 Series,2017,Automatic,14173,Petrol,145,54.3,1.5,15000
5 Series,2016,Semi-Auto,11454,Diesel,160,51.4,3.0,20390
2 Series,2017,Manual,28180,Petrol,125,53.3,1.5,14495
2 Series,2019,Automatic,13186,Hybrid,135,148.7,1.5,21250
3 Series,2015,Manual,50000,Diesel,30,67.3,2.0,10990
3 Series,2016,Manual,90161,Diesel,30,67.3,2.0,10000
7 Series,2018,Semi-Auto,7123,Diesel,145,52.3,3.0,42000
4 Series,2019,Semi-Auto,4919,Diesel,150,51.4,3.0,31495
2 Series,2019,Manual,1612,Petrol,145,42.8,1.5,20500
X6,2018,Semi-Auto,7427,Diesel,145,40.9,3.0,39990
3 Series,2020,Manual,15,Diesel,145,58.9,2.0,23490
2 Series,2016,Manual,80051,Diesel,0,74.3,1.5,8999
1 Series,2018,Manual,21076,Petrol,145,47.1,2.0,13100
3 Series,2012,Automatic,75000,Diesel,160,52.3,2.0,8275
2 Series,2017,Automatic,15076,Petrol,145,45.6,2.0,19994
1 Series,2017,Manual,25000,Petrol,145,36.2,3.0,20481
X3,2019,Semi-Auto,4824,Petrol,145,34.5,3.0,43863
2 Series,2017,Automatic,61818,Other,0,141.2,1.5,13000
4 Series,2019,Semi-Auto,5623,Diesel,145,65.7,2.0,22500
4 Series,2016,Semi-Auto,15422,Diesel,30,65.7,2.0,18860
3 Series,2018,Semi-Auto,16219,Diesel,145,64.2,2.0,21232
1 Series,2016,Automatic,62000,Petrol,235,37.7,3.0,13995
3 Series,2019,Semi-Auto,7447,Petrol,150,34.9,3.0,37991
2 Series,2019,Automatic,4740,Diesel,145,61.4,2.0,24995
4 Series,2018,Automatic,3500,Diesel,145,55.4,3.0,20995
1 Series,2016,Manual,49629,Petrol,125,53.3,1.5,11980
X3,2019,Semi-Auto,8438,Petrol,145,30.4,2.0,31500
5 Series,2019,Automatic,14522,Diesel,145,62.8,2.0,38450
3 Series,2016,Manual,15539,Diesel,30,67.3,2.0,13800
X2,2019,Manual,4174,Diesel,145,48.7,2.0,24998
3 Series,2019,Automatic,1000,Diesel,145,47.9,3.0,32980
X1,2019,Automatic,6300,Diesel,145,50.4,2.0,30850
X2,2019,Semi-Auto,2598,Petrol,145,42.2,1.5,24450
3 Series,2016,Semi-Auto,41200,Diesel,150,53.3,3.0,18656
1 Series,2017,Semi-Auto,12869,Petrol,145,39.8,3.0,21980
X1,2016,Manual,37201,Diesel,125,58.9,2.0,16000
5 Series,2019,Semi-Auto,4592,Hybrid,135,156.9,2.0,34555
3 Series,2019,Semi-Auto,9436,Diesel,150,67.3,2.0,23995
1 Series,2017,Manual,19866,Diesel,30,65.7,2.0,14995
1 Series,2017,Manual,21166,Diesel,150,72.4,1.5,12000
1 Series,2016,Automatic,25204,Petrol,30,58.9,1.5,11980
1 Series,2017,Automatic,17392,Petrol,30,55.5,1.5,15000
X1,2016,Semi-Auto,20761,Diesel,125,60.1,2.0,19391
1 Series,2016,Manual,59751,Diesel,0,83.1,1.5,9699
X3,2019,Semi-Auto,9781,Diesel,145,48.7,3.0,37898
X1,2013,Manual,64000,Diesel,160,51.4,2.0,7990
6 Series,2014,Semi-Auto,62695,Diesel,165,51.4,3.0,15750
1 Series,2014,Manual,36672,Diesel,30,65.7,2.0,9500
4 Series,2017,Manual,10594,Petrol,150,46.3,2.0,18995
3 Series,2017,Semi-Auto,19842,Diesel,160,51.4,3.0,20990
X5,2014,Automatic,28056,Petrol,555,26.9,4.4,27498
X1,2020,Semi-Auto,19,Diesel,145,60.1,2.0,25980
4 Series,2016,Semi-Auto,8814,Diesel,160,50.4,3.0,24490
3 Series,2017,Automatic,50000,Other,135,148.7,2.0,16745
1 Series,2012,Automatic,96596,Diesel,30,64.2,2.0,6950
4 Series,2019,Semi-Auto,8235,Petrol,145,48.7,2.0,28295
1 Series,2013,Manual,70000,Diesel,0,74.3,1.6,7475
X1,2019,Semi-Auto,5742,Petrol,150,48.7,2.0,27490
5 Series,2014,Automatic,64221,Diesel,30,62.8,2.0,10675
X3,2014,Automatic,60590,Diesel,160,50.4,2.0,14000
2 Series,2019,Automatic,15,Petrol,145,53.3,1.5,22980
X1,2019,Automatic,9469,Diesel,145,60.1,2.0,24950
3 Series,2017,Automatic,24501,Diesel,30,64.2,2.0,16899
6 Series,2016,Automatic,19411,Petrol,260,37.2,3.0,21485
X3,2016,Semi-Auto,22699,Diesel,200,47.9,3.0,22450
X5,2019,Semi-Auto,13015,Diesel,145,37.7,3.0,46490
2 Series,2015,Manual,48937,Diesel,30,62.8,2.0,11499
i3,2017,Automatic,36429,Hybrid,0,470.8,0.0,18500
X5,2019,Semi-Auto,9115,Diesel,145,37.7,3.0,48143
X3,2020,Automatic,4500,Diesel,145,54.3,2.0,37495
4 Series,2017,Automatic,24231,Diesel,145,55.4,3.0,20500
X3,2016,Automatic,74659,Diesel,145,54.3,2.0,14100
